PriorityRank,customerID,ChurnProbability,RiskTier,CustomerSegment,tenure,MonthlyCharges,Contract,PaymentMethod,InternetService,TechSupport,LifecycleStage,SharedDriver,CustomerValue,RevenueAtRisk,ExpectedSavedRevenue,CampaignCost,ExpectedNetBenefit,DominantRiskDriver,SecondaryLever,RecommendedRetentionAction
627,2920-RNCEZ,0.6995,High Risk,New High-Spend,1,69.95,Month-to-month,Credit card (automatic),Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,839.4000000000001,587.1603000000001,176.14809000000002,15.0,161.14809000000002,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
628,1086-LXKFY,0.7049,High Risk,New High-Spend,1,69.1,Month-to-month,Mailed check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,829.1999999999999,584.50308,175.350924,15.0,160.350924,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
629,4441-NIHPT,0.6541,High Risk,New High-Spend,13,74.3,Month-to-month,Electronic check,Fiber optic,No,Established (13+ months),Month-to-month contract,891.5999999999999,583.19556,174.958668,15.0,159.958668,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
630,0508-OOLTO,0.6782,High Risk,New High-Spend,2,71.65,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,859.8000000000001,583.1163600000001,174.93490800000004,15.0,159.93490800000004,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
631,6390-DSAZX,0.6596,High Risk,New High-Spend,1,73.6,Month-to-month,Mailed check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,883.1999999999999,582.5587199999999,174.76761599999995,15.0,159.76761599999995,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
632,5276-KQWHG,0.6968,High Risk,New High-Spend,2,69.6,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,835.1999999999999,581.96736,174.590208,15.0,159.590208,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
633,7321-VGNKU,0.6879,High Risk,New High-Spend,2,70.35,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,844.1999999999999,580.7251799999999,174.21755399999998,15.0,159.21755399999998,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
634,7044-YAACC,0.689,High Risk,New High-Spend,4,70.2,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,842.4000000000001,580.4136,174.12408,15.0,159.12408,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
635,2856-HYAPG,0.7042,High Risk,New High-Spend,1,68.65,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,823.8000000000001,580.1199600000001,174.03598800000003,15.0,159.03598800000003,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
636,7394-LWLYN,0.6866,High Risk,New High-Spend,2,70.15,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,841.8000000000001,577.97988,173.39396399999998,15.0,158.39396399999998,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
637,6221-AVQYL,0.6574,High Risk,New High-Spend,2,73.25,Month-to-month,Credit card (automatic),Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,879.0,577.8546,173.35638,15.0,158.35638,Service quality,Protection and support,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
638,2055-PDADH,0.6835,High Risk,New High-Spend,3,70.4,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,844.8000000000001,577.4208000000001,173.22624000000002,15.0,158.22624000000002,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
639,4585-HETAI,0.6521,High Risk,New High-Spend,4,73.75,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,885.0,577.1085,173.13255,15.0,158.13255,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
640,4482-EWFMI,0.6884,High Risk,New High-Spend,2,69.7,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,836.4000000000001,575.7777600000001,172.733328,15.0,157.733328,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
641,8040-MNRTF,0.6733,High Risk,New High-Spend,1,71.1,Month-to-month,Mailed check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,853.1999999999999,574.45956,172.337868,15.0,157.337868,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
642,0511-JTEOY,0.6733,High Risk,New High-Spend,1,71.1,Month-to-month,Mailed check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,853.1999999999999,574.45956,172.337868,15.0,157.337868,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
643,0151-ONTOV,0.6733,High Risk,New High-Spend,1,70.9,Month-to-month,Mailed check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,850.8000000000001,572.84364,171.853092,15.0,156.853092,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
644,7379-POKDZ,0.6785,High Risk,New High-Spend,3,70.3,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,843.5999999999999,572.3825999999999,171.71477999999996,15.0,156.71477999999996,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
645,0519-XUZJU,0.6724,High Risk,New High-Spend,1,70.75,Month-to-month,Mailed check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,849.0,570.8676,171.26028,15.0,156.26028,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
646,9717-QEBGU,0.676,High Risk,New High-Spend,2,70.3,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,843.5999999999999,570.2736,171.08208,15.0,156.08208,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
647,9237-HQITU,0.6695,High Risk,New High-Spend,2,70.7,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,848.4000000000001,568.0038000000001,170.40114000000003,15.0,155.40114000000003,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
648,5940-AHUHD,0.6674,High Risk,New High-Spend,1,70.6,Month-to-month,Mailed check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,847.1999999999999,565.4212799999999,169.62638399999997,15.0,154.62638399999997,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
649,2799-ARNLO,0.6774,High Risk,New High-Spend,5,69.35,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,832.1999999999999,563.73228,169.11968399999998,15.0,154.11968399999998,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
650,4501-EQDRN,0.6739,High Risk,New High-Spend,1,69.7,Month-to-month,Bank transfer (automatic),Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,836.4000000000001,563.6499600000001,169.09498800000003,15.0,154.09498800000003,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
651,9408-SSNVZ,0.6695,High Risk,New High-Spend,4,70.15,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,841.8000000000001,563.5851,169.07553,15.0,154.07553,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
652,9799-CAYJJ,0.6774,High Risk,New High-Spend,2,69.3,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,831.5999999999999,563.32584,168.997752,15.0,153.997752,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
653,6077-BDPXA,0.6687,High Risk,New High-Spend,3,70.15,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,841.8000000000001,562.91166,168.87349799999998,15.0,153.87349799999998,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
654,2260-USTRB,0.6682,High Risk,New High-Spend,2,70.2,Month-to-month,Bank transfer (automatic),Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,842.4000000000001,562.8916800000001,168.86750400000003,15.0,153.86750400000003,Service quality,Protection and support,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
655,1084-UQCHV,0.6709,High Risk,New High-Spend,1,69.75,Month-to-month,Bank transfer (automatic),Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,837.0,561.5433,168.46299000000002,15.0,153.46299000000002,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
656,4110-PFEUZ,0.6722,High Risk,New High-Spend,1,69.55,Month-to-month,Mailed check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,834.5999999999999,561.01812,168.305436,15.0,153.305436,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
657,2568-BRGYX,0.6653,High Risk,New High-Spend,4,70.2,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,842.4000000000001,560.4487200000001,168.13461600000002,15.0,153.13461600000002,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
658,7245-NIIWQ,0.6684,High Risk,New High-Spend,3,69.85,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,838.1999999999999,560.25288,168.075864,15.0,153.075864,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
659,3750-CKVKH,0.6857,High Risk,New High-Spend,2,67.75,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,813.0,557.4741,167.24223,15.0,152.24223,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
660,2897-DOVND,0.6653,High Risk,New High-Spend,2,69.8,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,837.5999999999999,557.25528,167.176584,15.0,152.176584,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
661,5884-GCYMI,0.669,High Risk,New High-Spend,1,69.4,Month-to-month,Mailed check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,832.8000000000001,557.1432000000001,167.14296000000002,15.0,152.14296000000002,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
662,6168-WFVVF,0.6601,High Risk,New High-Spend,3,70.3,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,843.5999999999999,556.8603599999999,167.05810799999998,15.0,152.05810799999998,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
663,0644-OQMDK,0.6561,High Risk,New High-Spend,4,70.65,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,847.8000000000001,556.2415800000001,166.87247400000004,15.0,151.87247400000004,Service quality,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
664,0455-XFASS,0.6664,High Risk,New High-Spend,3,69.55,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,834.5999999999999,556.1774399999999,166.85323199999996,15.0,151.85323199999996,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
